id,P_infty
aaaemmjczgmwajozbuinhovpqmsfhe,0.08370361986912522
aabfebcndzwndajpkcbjsognwozpna,0.034417820177305464
aadopqidfwakbvqmyzaohkbcpylakl,0.08671228296724928
aadunsixmkirfrkmrjeimkksmjvpyq,0.06915310380116835
aaenpxkzecszillqotywwyidqezkmg,0.05778269417692838
aafwapnghazjuhkimfxekoaeydjlub,0.0781164541525665
aajfggmsjfveiycnkxyespbjhghhrq,0.04551893808967166
aanfmszxlxsjfwfbqsbbglwuunemfz,0.06139011575571102
aanjtntszpkpiobgmmylgvvrrxjztp,0.10355388662543258
aaowhpfvleehvaygivrsxcpzvuqcpa,0.08773917863823348
aapbuwllslxioqtrybyxlbfskqavri,0.06766320733238136
aapmrjirvnocgvonjcmkjxfdyorhkx,0.06623278191919245
aaswdirqlnatyhjhnnwondmwfueinl,0.09977503600541736
aasweoxelborflsgxbfzpxxvelrhad,0.08384757705639793
aasyxszqfruqanjswhrlpvcdqodios,0.06889511392144965
aatddjdsoddpsiqrviuwsqlsyebwfg,0.10028455158772992
aavccbtpucedlnxrdiudhagkavvzgi,0.09477394793082088
aayvonrsxsowwlrpoirlfvrqzsshmw,0.0701075309359677
abfqzzlqsinyymdrpcbwkpvlfedwoe,0.11409419163412285
abhcimwqekaephyjbpjzgkmazarzrz,0.09716559506032625
abkiawmippndelakiqyubrwyxiacds,0.08439437553524609
abklalghmklzcmqezfzdzuzvodjdro,0.04751752702483612
abksegyukwwlhkatexswxnrrkbjgww,0.062370979531972334
abpltphxznxpczmmlcrlutzgwjzyxn,0.1251656593083543
abvxzzslngawvuzghpscpqfmpdfuhv,0.043611273426820085
abwgweuhjmffnqxuitfppoktqtwdvk,0.09901372772502698
abzboqgptfzbboysxzzwwcfkdirplx,0.054313006828284105
acbaiepvmzbfgesloozjystnxjcvmb,0.07231677001576313
acbwerajxhdgswskcyajqwocivgzuf,0.1291886107470899
accbuhhzzsaezayglvufdyrzhkimpe,0.07382133947491577
acdxulxuncplcvkplyleuwwfzacagi,0.08441162152224145
acedzlwnoewqfxfczxbqvozggoepfb,0.0661988348567257
acgmuhfmtqvwivcxlofaetugxkbijk,0.03428545491964771
achklyjysohpewbvhfwjknjwcqltms,0.07250487685838279
ackkapwjdybdkcnskcqiofsgduijuf,0.0595241595914929
aclaxjigqtbuwejtfxpdliyrbkpcis,0.07326456672894187
acldoodqartknbxmpskykembunklya,0.06589859977250975
aclqihnriwzgyaikvmoupzvsufltnl,0.0693417795163665
acnjcdtekqerafivaoxwadrdaccact,0.08540934243006301
acozyturzpbpdstlnnoegyvntmdvqg,0.07098399375799293
acsbohmnvgbyuxlknxdxiuhxrqxuzu,0.0642909907995249
acsngqayhvmbetpujjfksikwcyzppu,0.03677461449673914
acyguglpmgikwvfraqgayzvbpgijgl,0.07567290045051683
acztberxctibnssdkrilmhfaaflvzi,0.056902867982589415
adebeomkzbpeuvdgegrktbbjudvllu,0.059701968601585886
