id,P_infty
aaaniwiqrfivoetxlioffwinxdqmrx,0.20394401504250367
aadnuzsxduhsgkcnqngrzlyswskmvk,0.2540182611799442
aadocxukossdvzcttqqzilclvedfas,0.26570572848548735
aadsojzzgvicicupioqyncqkwpuzcb,0.2167749518472147
aafozbdmporynkfepgmupegmnipqtg,0.22106210739446128
aaglmxwhdkfnsibjzstpoonvpwymmr,0.23575924768506795
aaknbyugumraebmrhmdmwpwdekpxze,0.18685418491670372
aamysapbackscimzfqnwwwbnvpgxnc,0.21224921307087716
aanfucisasrvijkaevzkttmzjyzvhq,0.24195555809668318
aanjvvpirwbijfveblhjaimqjfkxzx,0.26775765360119497
aaofpbfkhchwdwaezvyxrjqaugdgzp,0.25898363602051316
aaolgpiidrglbmgexkxlrwdjlschwc,0.1968019634842466
aarfdjfvlkexbnylmvmguarhdqmqsx,0.28265699065429617
aarqznusizyqzziykysttrdisfjjqn,0.18226431650863706
aasnzmccoqhplttindnzidgmmpfpzk,0.26412271053309183
aasuewrhlwbrynaxzfzkssiaayvupr,0.15743159748674132
aatfalreuzybxqvjprduyvjzzhgxmg,0.15285142989509928
aavbztlblsuusynlaepbnqvjszitqq,0.24276203716127706
abaljdcylwjrruxejyopxokhjxdwhb,0.2603141567842287
abbfrxrawrdekkgdxkdkfqrxylmaxq,0.21301960161004388
abbumkpjujnvqqxcauwyoszynygxml,0.28676922685564166
abfqljegmlkwcpdffrqtgyupclcaxc,0.20303734107499757
abgpgbezwbhuiraodqhpszpyjwsdhh,0.23444175522139313
abkfwtscssmlfbicnnvokowllomjxf,0.2097501544108284
ablrcfakgknkvjnffiemudgjszbrxk,0.2207764029212871
abmhhptngauplhajudqrnbueinuvzw,0.21202462923175674
abnwjpmdcjaaqarmglarywryjaxzsu,0.28476092376880086
abpdvanjzfovsxdzfvszaizwobjezz,0.21423489526424208
abvkldabnsgtdyrclmhyjgdgdibflm,0.20777421745766414
acjkqkvdpxvhgzcskaxjbxfvjnctsa,0.22201642388214518
acjvjwsvxqitlwydsybwffebnikndc,0.2415942517180032
ackhvsvdapxjoibnbihiwhaxqlockm,0.281073192558197
ackjbtyuxknwhgbjzoxocrrtxjlwry,0.223149588924089
acmrdjxbblukxtabdchwjererrelnp,0.275424621929589
acnbblaidvfeeonducqhwezvtxvkkx,0.2475351521349392
acnjmeatzphdicmwmjverlahjzqggc,0.21080493373664533
acojgohikptuphuevlvusdclgyqyyk,0.22091107979377247
acpdapkemzaoxuoojkradnlfkudeaw,0.25355886343707734
acppfavagyfuyvhwpetmsvpxfdzxul,0.21082338439963064
acqxezyhqtmmmnidkorbcfmrwgwwnd,0.2391999301650065
acrislfbntbphragzjfxvrzmjstvzs,0.2212523275524257
acspezapgpwnfeplsrbgqhpaywmums,0.20469791282480518
actfbbyrfetnrcfybcfpqcdnbytitf,0.23238828548864482
actqwbxobzjgkvyfkjkqizishejall,0.2737232869838817
actrvyhtywfyoljdayxwchelcuiqlr,0.20087014766677724
acukijvwenqxxvogqomjcjipbbfzou,0.21533707633814597
acxjivkbyluirvgitdxvhsgmobragq,0.20538667280843653
aczkpfbqhlewfhigyhblnnzwmrwmeq,0.25619757875364624
adamkjfacpkalokftcsmcupaldckvg,0.18685418491670247
adanyssgolvbhhkkgkafuwastrndel,0.23079945121374845
addapuaixduitpeiuxarmpqvbaiceo,0.2862730502297545
addydenstthvroaoxmryidxpuntrar,0.23507525357802736
adgczshnwlrakgiswzttxktkeqkqhh,0.2787283112652486
adhrnhktjkginlowizqlbwwpzbvbdq,0.24191405366719035
adijeukaucwtjcifnmqxxjhalgknqi,0.23189252029378338
adjgkaymtwgiuunsewntgvocgmncef,0.26257346552509314
adjnowvmixeuqlsnhvqqdmcxynqtbt,0.2064618573053826
adpgsuvzajcorecxtkajilsvozklvb,0.23251532568886793
adqelvfymdzvnuzvzennfwqlslyqbf,0.2262222199481556
adsclkjxigqwloljmnysuoupjjishl,0.23339068741580368
adscpigsbxyqeexklijmiaounhiwsn,0.20852109483595807
adsydrwxzgftbmklxqtcfappqdeano,0.20016021828638877
adtjjxiusfrsfqiwmzvbydijgqggbq,0.2211501759455729
adukxqrsvsiixxfqqikocmbqsnxpav,0.24776568318809059
aduotvdiaghbosadatbkwjivjdibco,0.24321317951268864
advbpolbdsppxmawbdpyfojubrolej,0.2027890754004832
advzcwphndezenbtbvljgjzysogsvw,0.24715636499219254
adwlykmqdqfnyygakgtqzgzmswpwze,0.20340297871162166
adxqwgwhkkyrvvsuquksrmjaoshuuj,0.21949527605216748
aeadazuzilmnxawwtvagauzksqwmiu,0.2885687322919722
aeazhcchejfhbycgvpjoptovxlmgsm,0.27941973634042166
aebjjcdcewzxwcmclrwwbsmgwlpszp,0.23165280364624494
aedxggvfvdsykwmzlfjdwzaxjvqban,0.24829267223809945
aeehwzdzzmhftgztxmnhojuhglkwrn,0.2574370430499814
aefpqxqfrfsipyiyumtkskizsewvvy,0.21476098668555513
aegovovczwmymerlzjjaveaodopccb,0.3007480084202562
aejtyvhqesfsetdfqgbqeiktyckbfy,0.254075827782623
aelagbxdzsakrgvdczjdbqczjdrfqe,0.28658812731584515
aeqoaohssbmkyxuzfjwmeuhqnjxmac,0.22965869642789982
aetazkiomhinicceosvpfsivdtgrbo,0.23582161437657917
aetecnuccnsxvaqtrbxnizvikeugim,0.24233720896098324
aetsswynaovfkkyfhlutpdeuwakzic,0.28145856130353913
aetygdnkcnxwrkbqjptfyyafefgnyu,0.2309568787162726
aeuszvxgrcwyorkopagwgpohwqbgpr,0.25483742897705297
aezpztlclxpxljncwpkqtpxrbbhgxh,0.2731944381287875
afcczogxkyrqeusunprydvofuqrzoi,0.30078402244191355
afcpmakkvbwsfbntgticmbzkfbgnia,0.2809738362905247
afdfmhlihgmreqweqssjyqkvtoqdtm,0.25011976046623563
affyopitlybkwpkheappuehvlqxonq,0.283404036412801
afhdhhdcsqzvdwfyiepbsojmeylkap,0.3023077956207269
afllctpmhfgfzxcmkdfikzupxaszng,0.2423334219939919
afnbywwgdnoormannaaqdktwcfwlrg,0.2725036862483089
afnkegokwytwgngxxnojgclhtpnwmt,0.26551774350956087
afpvebzpjbzppewngitsemihgcifey,0.2819122713156211
afrosiuqlkejzcdotihzcfchllxvty,0.25843838207455727
afuvwvatspbnxejstcarezxmypphhb,0.27319443812878735
afwyoachesyqhaaaffcgrncdsvyfmy,0.2586941401624677
afxryqsyoiagstoyjulxtgzedawfre,0.2854708493663089
afyoiysonvdwiwisqhqyfmvgcehrxw,0.24682972050641092
agawndknplvfpmzrmdqindagphgqvi,0.22258257013737842
agduedziflnqbaefvbzldqtmmwxymk,0.24831285424745386
agimswoqrpdjxewspqpnfgpzudqksp,0.26282973517356967
agipniwlqjybxlvwdvkafkbdehdfed,0.27893883460043345
agiznxymnrgmmmxphzjrizivaupdwb,0.24514726772911072
agjwswlqokfvkqgupomgbhhyzlbxdm,0.21652132189138415
agklzazmhkhreudysumblhxvcyvaog,0.22682486020353318
agopfqwxwmezvtzlmzssggstfftonb,0.23960439446982051
agprmswrbdlwofbdubgbavapxjbhoe,0.23534794158147992
agpyjxwafvvruvuvvpzktjktoysdhb,0.27312710684546687
agqptbsedmflhzrmjhileaelghqngv,0.2332142145865815
agtcitbznyotokyzaejsrmquetblfp,0.265167650957635
agvdwsfduhbjldzuaxlukfzypshyiv,0.2371780806062897
agxcnwumsgobipobpuynqhhhzapnvt,0.29745999328349376
agxgrvksqgddovumjjaflczvlxpicb,0.17513645720329912
agxihcajhcjzaviawdpflzrwdwvgtu,0.27161864152464005
agxveyjhglxxokvbzdablmejbrufuw,0.25010366122709027
agxycqydgvkkahnegzkofpqblypjhv,0.2225583663644115
ahadooktimxnpqhevjrnfsaokkjkov,0.20756353170304326
ahatpfwcnekoawvzlgaqtndacmbxsn,0.24136688110184107
ahbhqjzlzxrlhvjzklmedceipekokz,0.24493537394511788
ahcfziubpflbvbshhzonwuhxpzbmqo,0.23787256672410467
ahenkjfqhuwksqaodkqlowicoluyqq,0.22736542739117985
ahfajxcaytvlcacvodrnjgvqxzskpl,0.21392969426073866
ahjnhjcjbeyqcbhttzgvqidkqpeduh,0.2402336705590452
ahjvfzcypbuminzhovuwwdkfhovrcu,0.2854163962822094
ahknavvrcdxrfxjevtojfgbqwwfsey,0.24446381025001107
ahmitvtnvzilsjiyzkqadxxjbjwjrg,0.2727363566506909
ahnaqcrkrjpwbiqkomeohtdzyxcsas,0.2034029787116217
ahpfzlafojbonivldhurdltcqpvybz,0.2128552856297345
ahpociepltcptdrtpdfkuvaoniltcj,0.22809857331964212
ahqtbcjabxavionpagzpggbxejlzdd,0.2441677781473506
ahutfhylnuobclwpiaemljmupxpqkw,0.220202646159892
ahvnuoicinzprjhbvhnjfjinekowle,0.29207329778536106
ahvyvyorecqnubbbalsepbkcjaciyv,0.2277557184866401
ahyjrcjwngmgchbtfyolidpufzowtn,0.20846421422948624
aibhvlorqftidrmsclyryjkwgoodig,0.21723642625913625
aidabwgukrvhxbcmhkfhjsptzsomrw,0.2562085669716684
aidcmmobxzuppmrhlhuzwwcpwhxffq,0.23999375833142753
aigmtvcvhjxiltszprjdmfclohiybn,0.22415937069229613
aihabpbukfcdvjhpegnstfdvridqne,0.23378473219399945
aihrhgmfgyznjseywbbxpeuymbtzvh,0.2876035793952105
aiioiarnxttwcxbysvoakwvoxlyxvp,0.21829231639969568
ailudrcueizztfymcwliwsufhdscja,0.2655165862862341
ainsfpbtfxsrdmsubiooiyohrjakea,0.29016115286605243
aiodkxnlfaaliqgpdiaqssqrtdfhzq,0.2063468969879826
aiszaqdezinqxqtntcjixvtpmvlman,0.2069752115687232
aiuldnwkbawcdqrvlbqaamwhrajxqg,0.2253639764609288
aiyabennldaerilnmjzgqejqyibouq,0.2295876179162591
ajavstnqtjivptrylrhhgutyuyxpcm,0.23055951792530757
ajffnjvxjwybivvfbzswmeuhauuvct,0.2841743262426438
ajgdkrlkrlnikhmvvskwcbavosbkcg,0.2330787349455126
ajivrafirbqcfwlahnlgezfjbgszjn,0.21936972286509854
ajjpukroebuylugvvjuvywjlbehkbw,0.2642893867580919
ajjzisjybfqplkjtfckkwrpvvtfmux,0.24507348486139563
ajmscvnwzoluzyixwixtgdhqrmxtqn,0.26088095058885113
ajnyctgqfbehbssquknxqbyytvzxcy,0.26608928749904565
ajoansswkooqmmcsgmmwkhuxtsnynv,0.2543027895966029
ajoyvzlosyadykhvadophulkkgares,0.22756966350078553
ajriqefwnmvfxosvlzwpofdokjlocz,0.2293227260615946
ajtgdprcblwhlqkbmphwoencljkumf,0.18893856877811654
ajuwflhiqnntayauhvxbthmuajqovx,0.22827204781264362
ajxsricylmjhghmumzvmxibsskdisg,0.24057764271067236
ajznksyzcrhgyfzlrjgfnoibaxgxgb,0.21977944868646782
ajzretwwewrcqzebeeqexkwlnvnfum,0.21587673969731547
akaqojugkhfllcoloqlgegmfnjztes,0.24941496609167862
akbsrwwjsyqutrazrupuaqjifjswut,0.1994970338769645
akdxqlgytuublaewtnychexqlkigza,0.22605731945417767
akgstjhnucdaepfmkjabxcjzgktixo,0.21977517137829286
akhpnpphbvutxmufqyardvvgjjkowx,0.26866175448996676
