id,P_infty
aaaxgkkcwtccwuxaamzquzthafupqc,0.02783550035460914
aacgilliokosxekssrbjgxgpilyftt,0.05812281768919238
aaeiwlmdqqfseztqeywvgecheucjzo,0.026961272815880382
aafetwreimwonbvluzxermdpxljbhs,0.06412989518332034
aahmxmfvzwuqtfjpodlyozdlhlidgv,0.042253872587696195
aalgsmxprrkxoggenrdeihkltctksm,0.03231994205196917
aanhakihlrbjcsuumtfsgdcfbmmkfl,0.0448472706627547
aaomfsykmujzlbcbnryfeutnogndyf,0.048245794692778524
aapbtlwqrnbtlnxkkemyzlmushpnmf,0.047644009550560217
aapmmxootinqymcwlpkswzdpgnsysb,0.03155970012239593
aapzithwfxkwlvcdubxmzdyraljrzj,0.026484734824645625
aasekbraahswqdahbomjmcddiylazz,0.03162398666372563
aasjynzcomwyfefhyttrdywydkrtwb,0.05786508307944783
aatqhfvmzgsfuautjdopryxvjzxscp,0.02981387062637695
aatxnygxbxjecldgywkoqlnbxmpcde,0.012415677463583139
aauecqcqjmufqgidloowespmpkxxpr,0.03339048133976906
aawskmfncdgwyjytsknnomikvwxzcz,0.060257678775273195
aaxnvrgzqmrqaeberzlpkeubvdhvav,0.04577636648730214
aazpovfsmlncmekurwxjiakvnojlms,0.025717343740530127
aazpzuyxxvtlmwebmsbknuhaduzojl,0.013928121649239775
abaactgzstpuzpbdenqnesriatxvdr,0.0432985809316887
abezcppfyuipndhaklijhuwhodacpx,0.018114955745422236
abfumbjsyxlglsnzfdcaggwbqrvwhe,0.06829461522001824
abhmxpjsrunyblvmbtzcpvcfdeiwmt,0.0433901412662538
aboauhkraegzvlpkwjmcaphweejwls,0.04599419816888671
abpngovbpgedffguvxozauzessofpz,0.06728183156825189
abpsmwwajtvhlonvrakvdaaazlyqbg,0.03840827209771015
abrdrrggjugwbgipwyysxzocwpials,0.035518603534441896
abrytlqsaervbdtrketutosjwhllkh,0.033903848079208765
abtoxcxgfsqpkszqeqzbbygfmojzcx,0.05279494970586361
abujgxehawppurmqtgvpwyvsjkcepw,0.03882108239565181
aburtuntfctomaiakonfpvjnparqoq,0.046309001476559336
abuyevyainwbcizvblqpvrglzbaaix,0.045343587456523546
abwpjxfsevxajlstuauhvsaqikxhie,0.02775699841517187
abxpraakvkyhijhatkmuqwddbmuxkk,0.009562179969460086
acbkkksqsphxlytlranccoszoiesfh,0.03424277133562497
acbykoehrrnesfqgmpsbloercahmjr,0.015843151666208026
acdmvxagyxthnwsjozzwinpxscilng,0.053110064227827214
aceaumwnhulrpwxvolflhbkwnptqqh,0.035204162094907815
aceshelpfurflmdbebimjqpxpikrnr,0.026833356469247806
acfarfvxocxtbeuddmvlmfweqtoqgu,0.01711727924061707
acivxgaxuyqhzudgqceejckndhrmju,0.0427591431801215
acntawwncqbvzcjfwnnywnswruehvm,0.0374748612420671
acvwhkwfqvqbgvmrwsfafgqmavjutp,0.04584544241298637
acxprziixnnqdgkqfcpvsykjsdwyjo,0.05480937166753514
acydhswfxxydxrudebkunjhdvsssvw,0.056324249516782186
acyhzngaxfvopwbndmouwzpzgldpga,0.0092149581640617
adafidvjrwhxkfmummgbzokvimvmec,0.047163712094569314
adhtxqfnabtsimnhvdxpfidrneopde,0.03388652144753683
adjknxdiiiupxzjoghxmznewnrptta,0.038604986801875074
adktbxoytegtcbxeavzaoybosyapud,0.011191403637448496
admusohjhefvaaxmakuujzvylxxuzk,0.031746521073932284
adnrykujnlzdtklkqkipqwyxrnkcew,0.021539449857319537
adqodoozklbdaalvaadiflvttadrdj,0.016470398716157304
adqqecmdjpxjupsvjxxyrcvjtvpvnj,0.04320485843688401
adrtopvaiosxcqyumbwevmargelsvo,0.03201221834399222
adsjhphwepyeexthtoltbrmizutrbi,0.07023380108931566
adwgoyckdgkhfhywzyqmplaunnixuo,0.04947994508335311
adxgqqxybwxencevgdzvxigfrzljbr,0.03901318027157038
adyreuxxfwbdtsiazmilimnfqlasdx,0.0577982636057801
aebzexxflyftoxbincssxpjhnmzhxh,0.02591663512552013
aeccouyofqewydzepjwknhnqneypam,0.01667540279437125
aecebznqrbzazijfobxfyznoepdshe,0.022010727453126305
aecedsvwrrwujfshiaeykehdhyuxin,0.04141875273201449
aedwqvcjbqwhoxhdobkoxgikekpylu,0.05367086976664175
aedynijnhgdozbezmumxbtxakxhfsd,0.031260383747541504
aegzahyxdlowbsgamkjuxrvjhicswu,0.052211912241548745
aehlcqoofulrqtttwkljsvhrmcnzbc,0.03330249758896996
aejkqofknlzkqrhfnjsvqbdouhgvjt,0.061806644675708414
aeldnasdrhykwylqnsziqmohrfrpoy,0.05174037688026551
aenpxhoswprtebgzywzmuxgsfgcyzu,0.05603251985369588
aeplxqkuqzxisglrzrutxxwghfvdeh,0.021655726661629505
aeqwojvptkkmpwfxmqrlpgdbjxmvpv,0.04244682871084335
aerruutwtmuqqvzkfckkghnhbhkofx,0.042266140407028786
aevsocfmqbxctbcbokgrnrdlewqdeo,0.04731930104503949
afbjbrynrnbljyrthiogaiuxxeizbr,0.03862811638252142
afcfirnwjrvqrddigszorhumpbyjsa,0.02098854860083509
afclwozzbmghrrtoozfoskjeyfjxfn,0.051730941880602815
afcxbadvmfzhppblnxpgmuiatwqgcl,0.028293390150872223
afgtcwouijelmoyehmvamkdmgascnk,0.037079278389696886
afiaqitxumdblmcqfpknlgmxtpbmlj,0.035228505465837785
aflgqkkhbayvlqbhtotxrpvnmfdfuz,0.044430784024460296
afmlmqoyrjiqzrpnflxbronyjehkbj,0.04968917130035328
afnqamqexanmtrqwlulskcyxbagzry,0.03881293969048128
afrlkktgcjdsuwkramuafruwocscbq,0.05232905375792863
afrmiwpgtesybndojrzyqovceunbxs,0.04185169374939491
afwbksquupzappysayoygngyunhqmr,0.03674500594876812
afwhcdqudvymkfejhaqvsftgcjjihu,0.04335185623870071
afwvlgkdmgjlpuoosvjbiovuqnzrww,0.044573627528144304
agaltxtlfmbjdecbuqaftzbgxqtaes,0.018605584360099486
agevusrhftvwwjteuuufqecqwrbtgu,0.06040801001657274
agieyuzmzhdgjayslgigxqjnyvjnai,0.024675236810388974
agjzefvvgvdctaojajhvmspuhhsfmu,0.033405018042732854
agkotjjcfwbrrrvaeiuyvxaxxfqvli,0.016655206085803044
agkzqwzbpobzgyfemsxpbqnzcbocit,0.0706496523615911
aglhkzabtdckxbnlsotrnxekjabgym,0.03657822660199239
agmljkfneshyjiknsixaugrcducifx,0.04739732562134243
agoizkmbnndvkzjjicsebjokogejwk,0.030144799716758177
agpdgczwcosmscqjeoeruyrsquxqog,0.016159405942273924
agpekpucjjynrbixlqjfbgawusjmxh,0.04911382749699521
agqceuwbgxjiqgknbnnozvpmfllphu,0.03683027430592132
agrriwnaaadfmthrrfmzhbbtjfdasv,0.01685632703832943
agtrhvanqqwztnmatlsemgjiumyltr,0.04687789507196617
agubzydybxknlncakomkwegplqsdsh,0.03975112161229319
agxnhhimwkcagremlmrzptbyivozor,0.04887238738986616
agyipkyffjjvhyydhusukgciafqbzb,0.028104385668748726
agyroeneddsimvhkgfqzcfjoiqbxnm,0.03690704607174393
agzauryvrufgxtxwqbetobsbflrmsa,0.03813251670566669
ahcnltknwauzvlhadzfgrvsjpivhbx,0.02905833391325626
ahcqmlawwjcnxejjfvfdjrzibdqoad,0.0515918197922588
ahcrwrpjkbbfwgclejvreyknsyrnld,0.019365017448991186
ahdpjgtzvjlibfuwuafiqzzwdkjgdt,0.030212324961007214
ahfmverwjobktqpeqtjefsqragucql,0.027224867575139318
ahhkgitpierzympuxamirgpiqoxkus,0.035938602328284566
ahkiqfcpqufqatcuyypasxwqgmufea,0.012519771819533393
ahmsojiclrhtdfafzshfsoyugdlpkl,0.04369281519866574
ahmxzyuxadwxtmhowjmzgifgiadtki,0.03532736804371147
ahoaifjkhqutccxxymxnvmmhqpmmls,0.0556988234956674
ahrljnzhuntrvwjgffyyxqmvdvrhbp,0.02183395928067832
ahrngwuvpwqxtgleeblqvuiqhbpbpf,0.044496835638671454
ahserbxbcuoukeiblhwbqtkpkwbymj,0.01533934791754232
ahsifleurkajfrzppjsqjygxtchjns,0.05392360657385833
ahtmqqjknnoqxmvpfcbqqlqzzneiia,0.0432690168463629
ahugtwtusrtbgmbtlfvcflqamdnfgd,0.028860928156959887
aibqezmgnashwagsvjjpdtjfkhuhik,0.06384753131988526
aicwnnvmnliqsameyfqavbopfubonp,0.05498725525832793
aieylnqycociofvkicnlopxpxqadig,0.039673503934044126
aiomcmjamefkiskboxhqsubupbqqen,0.04118514375933659
aisbpqlxvaxnhmqmfeabgeyltymuee,0.04034183583905445
aisitrpkjdbrlvenivqzgthzhguqvx,0.01834511195405072
aivmvwkkbavrvxreequnzqjpyuhjwk,0.04456388111716957
ajbfusngbdxyoqpcjppkjkuteffycr,0.03907154382803527
ajceokmbmysjdgbvktvsjyyzawcjfv,0.026780037342536894
ajfjzchvityajqqzanpjuzntyhopeq,0.013440735496371458
ajfllpcerblkdovohcamusapitenfw,0.03983899521884915
ajghfzacntpvawqfrycrijtynoctop,0.038440118388152866
ajgmgmwylepcwastiqvstbgxapyjyj,0.026048486154951107
ajhpcneooiaurzhaffswnuzoqymaiu,0.02597532539727181
ajhtlvsdqwklwuygdwvkesdvssfmle,0.039728636053372526
ajiywebhsnkuiobudaugdmlicwbtyx,0.04633680661474764
ajkhjxynaaauaapwasiyjpbumiryhl,0.057464304323053515
ajmaggxnpllorbyifbudwtkowdbpzr,0.03586503310935447
ajpasybumhqevbzxamdqvnpwrdpztv,0.04464248427435804
ajqcdacaaqmkyvphabzrmsqschmxpb,0.035353219737736245
ajskcbunrjvvajpalowdgtyvnxhmvb,0.0310435266819088
ajwkfstjrdahgtmdxjziarxlgqyexe,0.02289448640986047
