id,P_infty
aaaudnqdrsixnmzkuowkdyjabtubgb,0.12838642203446382
aabsgffxmdihbtoffgfoocgabgtveq,0.18212746584028564
aaczqugfzinnegvnzwfkvymnhzjwzl,0.11224896918467879
aadkfbttcovqlwmegytudcpoqbovve,0.13002856557424625
aaebjuxjcvuxycxegjxqpljnyjwnxa,0.13212786891507647
aafafgjlmvvrjwcjkughakgxsqhjth,0.10088212643396219
aakoibncsruyqusoobnexvoyotamey,0.10921067885074266
aalktsvqawtwwdpxwbfygkzesioszz,0.1350606597827024
aambgphkcadalszldorbaesdjmmunq,0.12136347659956592
aasudgioxwnyluopkghqdxmkwbjvsm,0.18082669132900314
aasyvjliwcvyddmcvamaifxkokllst,0.10227767113525493
aaukwdlykjonflpmlygbzvmqhgesib,0.16158187615074138
aaxgkdlfdyczedbfczpsamqnlqhwfk,0.14395826908658899
abesvmlprgvyhunbkcurjmwnaoghpt,0.1652879017364136
abgkcdfnlhfgoiokrhgdcmxqqcwaid,0.16372979645094318
abjdjjziuksstcnxrcaxgaxrwtmmuf,0.12370727598422787
abkbrqfhgzlnsesjbckneeanfpspei,0.13492343911937316
abkorfwmfluqdordeifespocftyvlx,0.14270292448052194
abkqstyqlrqajnkazkqfqtixmveljf,0.14389067409799633
abkrcifsaqcgvjpctlgnfdqcdrtyzb,0.1240531308355962
ablhwftgljduwuqfjlvlqkvdiudmlo,0.10587181963625586
ablwsleojfrpcruthxuowszpgydelt,0.09642589464587986
abnwltpbbmruvmjmbjcgqdtdlxgfqf,0.1144589631285051
abshfabdcxiedkirnhoxmssqbmdaoa,0.12562383948177325
abughmzmnwxscjxokksxrmsagsmysc,0.12044941174908845
abwcsimbqupwfihjuyqyaucpulaxje,0.12447519445170603
abxjhmcfokzfyqtbvaclfcfbpbeyel,0.09140977848939252
acbnyvnuqueqgdivneysvwcqnheogr,0.07794530713826371
acffiipruoeacowqyblrmdjwsgevfz,0.16389507278959992
acfppfhvmgbmkzdtafslvtuwmmcyyq,0.14568907849750298
acgqiestnmtpgbbsmdbcufdodlzlwu,0.1131841966611682
acjpkvfjruaxwpxcucskizktmtfdeg,0.14261507954864985
ackdobbeqkuewhngbxvblgzfyrgsep,0.12409124796689472
acmanpxmgmhrkzeduraqlmfxliqanf,0.17883577628221828
acnmjjezfmkkoonhtdlclrgprlzlco,0.13340194709775618
acohlgseoasuywcicsecchgpygjanl,0.18140037754493335
acpttgycxxzgdyllyegdxbzsotvrfc,0.12233221890244046
acqudeyhmzwnxuiotzczxbrlinbtku,0.15837957466025931
acvmeqdvtskfdxgnsxwhvxodgxosuv,0.12375877663192773
acyfcfclpbllovurwbnfshhjzjkymv,0.15161869705080058
acygizbxvfhibtecewhcxlsykjamlg,0.11190274567561109
acymthfkttnglxhixugwcwpyyrzwbw,0.14142326613894
adctwomqdqxahobiulxzkjuabwkvjz,0.14262262083162752
adftwvrlbatshmnihdoigencgvwskq,0.11766519528221968
adjgqzoydiqjxhdqdvpzchnurcokro,0.18301047931377995
adjodxlvictuhlfoymvnrdnemwiqhl,0.12447888587467157
adkbeyefvexfrlwtdssfevrhtkkjya,0.16614040776746847
adkrzojaobzvqxyclpqhqyblbivaqr,0.102986360032994
admvyfjvhovyfebjccuxulkfbktwan,0.12415899006391239
admyihygnibyqaxbprfiahexwlfcyn,0.09187484112611564
adokefyvytzljkjsuhbfcdwqqgblxo,0.11342186474965946
adquerdqsjxdlftastupawmygcxfoz,0.128169674095369
adrphmqppdujttgnemwewiundojsua,0.09591434080626311
adsikxeuntabtnjpjrspppnqunsxgo,0.1707927984387966
adxjopktykxvqrizuiniihzabjmmtr,0.1505008116524823
adzhxfqdvpetmtffacjlgokujzwoby,0.18789453205265252
adzquukaootjduktjtwbkakclwtomz,0.13607534135550517
