idstr,result,success
uflauojhxxsptxbsixsjiicusrmvea,37,True
ufmlfevgsjbzznnggkpolrdggbvdsi,31,True
ufmvquuvtwqtmqqiroznvsbfbrulmk,39,True
ufnigjipsjgaxawslopdaqqojgilno,96,True
ufptkfdwxhrnbpjghrieerrbrrexqz,51,True
ufqsykmaemohioqdwtkiafyjvwqjkd,45,True
ufsgxdmozptsoyyukcxgkjlhunkewk,39,True
ufuwgcxewryhivlalovwvrcaiaiuaj,41,True
ufvetrqzmivqzianmkuwochyhdzjyh,78,True
ufwgopwhjtbqimnxubpqdlusqxkkkr,47,True
ufxqnpmfzadapnxmoklrsbvwkubrsb,79,True
ugdawblagkcuuvoksdqrkpezwkgoqg,41,True
ugduhbamwzxxhholsfsxrehptvezjc,35,True
ugfxkyszxjsgcmfxgiuewjiwugdeim,53,True
ugjsmmqdkxnhjxcxygijzntlwyylre,220,True
uglfzqbjhbufnhllvhtizclpcnwcyx,101,True
uglrjgsfgksljaqpnsipfzcifczqwu,72,True
ugoaflcvizurhbuacloazmfdpxfevv,40,True
ugpxmoyryhjbqbgqnacabcpklzfdce,63,True
ugrlszlbyjqgihdikdxpuznncmkchx,34,True
ugsnhftnustvvtnuambcdrcimqmmdz,29,True
ugtdrzzdgzscxvdbmxphnooqqybyon,60,True
ugtexeubhhkjtezbeytmkckfuwpjno,348,True
uguesszogvaifinxrydhbnnfybwzkx,56,True
ugutejjufqcphzfiftsqvhwyhkiqmq,35,True
ugvbztxpwomxkzkjfcvwfrarvodbuw,102,True
ugwqupeuaawdoobdydozjwlmfomtgu,48,True
ugztvwacepgiuiqojhdljouqgnjgjk,313,True
uheawwuoihziamqllwmiuvsxbdkqly,55,True
uherxwmpsgnrdbxrfhbdcbzqohszsi,43,True
uhgfjnglckgtmdeavbuoxkoqqtynrr,63,True
uhiennxbzcykglkbbsqjkwkcjaalei,59,True
uhkxbraayecxhqglyujnzqzdtdmntz,205,True
uhodhhudylpfvozmwmvhbbcfjtenli,35,True
uhomazhewrrautrxjpwbiyuoupatic,58,True
uhpywgzybdbvueiipbqlergbschkdi,47,True
uhqpcottdtjrqixvqxvvdgjrtznaol,308,True
uhswafiyerkmuvfmikdgxatrwywzam,168,True
uhtqehpxadnsrpsospezewigejqlxg,56,True
uhwxthzkkklltcrzmfqubstpktbnco,34,True
uhyykawwhbfzfeanqwkokrbwubfihk,93,True
uhzieheokcgxasnlakkiydwrdddypl,87,True
uibkhtcyfiwtpbvpxlfuosdqizpnvx,35,True
uiefccmbntapoucpuenukeviaujvbc,44,True
uihqiabtamlpdqzmbmdghlfpkexzkt,191,True
uikxonivpzfauiivnluyxamuxgnbiw,165,True
uileqjkqgyammklnadzwbpsgrjmbtw,156,True
uimvcctalwdtbgiklifrjwbvhqxmpt,33,True
uipbppkjfucvlrfznqxbjsnycbvtoz,38,True
uiqdjbmiyxlizkvgexotnpjlgrkwko,38,True
uiqirdjrasmyrhmnjymkaagliazoou,40,True
uisrgmaozgwzzwornbyfeacmonooqd,168,True
uitxgnxsnlnvrhxgtmjrxjvisruxcu,312,True
uiwcohvivsaqvrcbgiikxgjeymhyqp,42,True
uixiiulpjyfargtqzccfajsztbldtr,382,True
uiyyyjojierllqpaoibyrwhmgenbcj,33,True
ujblufklrgrhdzrrpresntcrfcvgoa,60,True
ujdlwphhwoiciraglyjbsrgdxyqdif,55,True
ujeloplxivupdpuycugcdoempcvrqj,90,True
ujfwbxfvfdjvwmxzpypduruiegdlvu,39,True
ujfyycwadnjyddkhfwkjladrcnfuzq,41,True
ujiltufvkuspfztmnouamhuikccwbl,37,True
ujkohqnnssnlkyraynsirizpjngfiz,47,True
ujkvyteeuhwhkzexshzatiljzgjbpv,48,True
ujnrorepxravndwfezzgyxvrnobshf,117,True
ujocubryddzupnubesxthjvvuzwhys,53,True
ujpdlczupioibxmoqaxtvpmnvjogbu,31,True
ujqevfdruabjavrtftcquadqdlybej,94,True
ujryyvmqbgtzhmlbpkrfrmejjvlknc,32,True
ujshavhgqcvuximddvodrfzcuifjrj,38,True
ujuaiakrmkmzkpyamztexoqxeyswnl,95,True
ujunvbwibsdwvdrlesywwazhbdycxo,110,True
ujxkqgotvwxjtdzfrmysgalhjbycuh,43,True
ujyxuagglurqzrdslsvndjwkmiymrw,37,True
ujzimamejamolvogzrzdnltvaaajuf,60,True
ujznlsgauiahnezzqohxezmwoxcrxc,319,True
ujzwwvdkvmyulpqlgbmrafhxwvowjz,101,True
ukewnyiibpwvtxapekpmmtsazpvory,113,True
ukfmtnrpukgsktsiduadxwkymdhbkt,57,True
ukfuoezytnumdoopxfnmkawxurryif,76,True
ukhrjgwdgdkywycutnqefjtxqbdkkc,52,True
ukjbbfzllyoxiffpbaivoxpgtevrof,39,True
ukkxobroucmoyiysoiigirjvjwrpqd,176,True
ukriwluyzhqsozfswilmpbxqinbela,83,True
uktjlefistcjeanislsueisjyhwzvu,62,True
ukulmwsjetppjhyobvpfwqmxwikmwy,39,True
ukuyvyhmjcxpfqbavhbffidcljpvoy,192,True
ulanrntbaviajvmilvgiyfndmvblzu,52,True
ulapuigvodkjrahzgrwmrtjfmxemwk,38,True
uldgtqayvjgldjscmupimmllbaovnj,145,True
ulesyfkzytjqmedbwnaypfaoeoojqp,63,True
ulfjdmshwyodeebswnlolvggovfjbv,75,True
ulftdhtqzszpikwqeixuybdyepudrg,76,True
ulgyfhntrdnkxbvoctcvxnihjjrzfr,96,True
ulhvxvkfmocbhfcmiwcqlnuasjymcr,56,True
uliwruwazgtnsbswryzskymafbyses,48,True
uljpftspxovtqsrdruseudgjpaytso,49,True
ulkgwfyjxkpqmrjwbyngieuttvmmuq,35,True
ulmaaedccrwuiwsxzetrzniugmzfhf,61,True
umagjcdwhzoelqmvrccajpcenljnmx,62,True
umctlghmytymbqzwwcsfmsalsfivjm,64,True
umdplwopschwxbrzkasfiklbcekxvn,53,True
umhccdmdbrfjyffslqmhyhxgbdimrn,41,True
umjdznqlngsihjznngmdndiyiddqip,63,True
umjsopjvhejubpjzzerisnewuqyhaa,38,True
umkyitguuucdpdtptugwsrvjlcrcwf,164,True
umqjrqzsttszkbnlsxjdqmtkdoamqs,37,True
umqyahnhhezxkkjyoacxfurawtkqjl,48,True
umsvdukbnkfzfutttbepkhsubdzlfw,180,True
umuxqsrjtxsdyzloxnzonhexdzzqoa,107,True
umzhwwcvxiehidgreffpjsaicuemyc,50,True
unawzlshngkxgewhhodeeiixivapvc,38,True
undmhukdpoaeylwbpmfawkbutynjth,21,True
unlrtakgfrzkuifcbcltowuarcsupm,45,True
unngkyqjfmcdlmgazwoobtwrxzcznx,39,True
unnkzjbvwoiwquratxeuemmcstvnac,126,True
unovgzjjxgfmbvysxtkivluqmgytfk,59,True
unperphlhunhhgxcvimfhstxdujgxe,68,True
unqkmyknwvitjplhrlekzyiztsbtaq,35,True
unqoyacfzjzzpnhnaxdccnrqljrhmv,68,True
unqssycugqsgfzjzhmctywikfsupmo,43,True
unsfhyazijcdrvnuimnyctqqhjisjq,40,True
untpljcyvffpbbhqnchaxohrngoagc,140,True
unvibfngwuqpzitzxjpudklfkdhsjx,54,True
unyulmgwbtewyzsqgvvurpxwprfveh,105,True
unyuxtiaaodperwctuyzkyvihvlmfr,140,True
uobtjvhwbfinlvqxhehoispsydvzjt,239,True
uocprvvfnrmtyagklozvoeeschnlof,951,True
uoctbztzpboflnglojgqpxtbefhont,45,True
uofzwqwgokamqasrbfzjsjmyotrgtc,89,True
uogdecpldnqyotozzulfxuubgsosaa,64,True
uoghdblhhsxndlznkmqiszhbleawvr,116,True
uohbonypcoedefgiorxbxebxxmtbsk,70,True
uohgzbzkecftuuflzryxvpmvpwiwwo,62,True
uoihvwgqtwmgskhcmuznitkcjvqxln,70,True
uojlqedoucneewntjrbtpjqwjrevqy,66,True
uojtbvaysbymzjsdahecfkwnuqlmyf,57,True
uonlgpkqrfuryyqhrlzcqerohgqmao,82,True
uonrvgnoshkwjmerokpwhmtrlzuwqd,107,True
uoqceczdvrfpkxoowybhsfjxhlnkax,31,True
uoqxdxyctklcqdxajtgjfhzleejulu,68,True
uorclsxrunejeecisqdnqsoqvtuuwk,145,True
uoucpbegvlszlqkpulbhmuyuuhwyri,57,True
uovtyzuqrbyvhwtahdeozsbbvotxqq,98,True
uoybilrnpvcxqtcosnxbgsicskitht,44,True
upacibeotbkanwlgcgvtuydeuqxbwn,282,True
upashuyhirrrusivvekeauxdtkjzpx,91,True
upathwksukmoeepxugwwscfywnnehg,83,True
updsiylhacslrdtkzlzezjvuywsntn,275,True
upetefjyowdqfhxdgmeiuwusqtbchm,37,True
upfpfatliequqdyokhonygchsnjomj,36,True
upgvqbsrbzbwtdrchipvgopkyajumt,59,True
upkaqjqgdhgoiijlymvywebotllyoc,56,True
upkxegxffdqmbjzxoknrgvrlubwjvh,107,True
upldkzztsalbuheoagodbcvsirjush,83,True
upltqxzkszahpcpliolyuyqrtbqklo,69,True
upopbimezhbbbejxysdnoevhuedipa,146,True
upqdcphtgexsyxapmgowhmgefmqbhz,62,True
upqvhxwywzonwkdzwmpotlhfuzilxx,41,True
uptbjimsysqxfoummmrhzgxhbskpnj,83,True
uptflsbocwkvqexrytauyixicbsfpi,24,True
uptptyqshblfblkakptcxukxkdybrn,34,True
upttvdwdthkqljvligricodtqhtqlg,79,True
upufpekwtmzgncesqoupyhlwtlcjnb,203,True
upugbrwgklnqeqotqwykabmaotxwpm,67,True
upveezgodyplwonbvavrhsqcybkdsg,43,True
upwbeokelvrlldxejmzewrakicvmpt,49,True
upwmybtyxdgelhmsjdzalkmqlkldqv,46,True
upylulryckikzdukqgwhzqixglejmx,48,True
uqewqcncadnstekwzpzzcfhozkupum,38,True
uqgejjksemjfzejeblbfmzqibojtni,103,True
uqihmcwokvdjmzhovppuqswnwbyock,56,True
uqiubjatscojtrworvvgkgzloestry,57,True
uqivkchyeipxjirpshhzlcfseyykpl,32,True
uqknqzieltvwrokckfefoxvpeawlvq,39,True
uqmtoifsfykapqswpjqpkyycmfcebp,37,True
uqnwodtppphktrpajwogrjikfcgbxh,89,True
uqoweghhahwsmmrgagkkrbnaaemqnt,32,True
uqrgkfoxusnuslmagqxdlfcsheguof,42,True
uqtnjfhlvetntgkmwilwuzekkcccur,35,True
uqvjzeylertddnfuwswvincrwcnums,34,True
uqvmkighxusbvqubbiflynbrwqbwlj,66,True
uqvxklduoiqnnjzqggdiccnirffrft,30,True
uqwfbmgsuwdhqqrmqqozxxrjtbyepx,223,True
uqzhncvmwkpehfgfgovbvzferusbad,41,True
uqzxacadlqqkggqxkubmendtomshpx,37,True
urdiujkdwtdicyhemhdentjszlucrs,100,True
urepxbhedikgyvmjtsnlchaxrucjbg,47,True
ureyugazayfsjuzthkeeshlumekpyx,64,True
urggmtfcoxhspkbnpqehwxzjrhxqpz,32,True
uripfuoknlvsudiwaccklfyankfrjz,213,True
uriseemaalrngosfuudiqwhsgfkbrj,64,True
urlaphdzgdmyuzhfhlkqammkezgimg,84,True
urlgumitucuqzfqxtonwyrmiypgryt,39,True
urmlkmdiulawsbkxgrslnlskxeferk,28,True
urnxildmkfvehqshfbtpqxlzmwjnxz,48,True
urpbakwlteyiqmkhquwcaonhtogvsj,77,True
urpfizljrygdfimkmremutodxmsxjf,56,True
urqnidvioebdzykpzrxgjhvkymhthb,42,True
ursdoqlfinonpaxverhaeguggvwygn,33,True
urxkgodjtwqqstkehcyjktgytisusr,49,True
urxmiruindncfoztxkfjuzzidtlrgw,25,True
urzxzdkyqivulacsjyhkltlpgdhuta,80,True
usgrfatnmrrsjjqvjszgynvbywdhyo,52,True
ushubyxwbmjdmcksjmgaxxhnwrjqma,53,True
usjdkjmabcnwalnqpojgvxvfhanduo,32,True
usnfzhgidmqmhqjvxvmbxmgngjynen,66,True
usrhgnvdhnzjhjpcbekmqpfffbxapd,109,True
usritegxbuhjiijwitgnxdomzhguaf,171,True
ussxmztkozyepvukpmjxvjjpiotnga,54,True
usucbunckwadcqqqyysyimprhmjyxy,40,True
uswruoaqudqrwoqhoikjkuicxejato,67,True
uszmtsunwsbwqqpwkkgwgeqyawplzf,86,True
utaebxxmtdtanxewumwrtqktjirufm,29,True
utagdjvuaefhyjyruanxmpfuvhtgkb,36,True
utdyiacfpyhuwicjxnbkdptmmjsyla,24,True
utikpclxkqnknnnvcnidapusigblbi,53,True
utisnuvawuzqlzqopdbziphiplvcwg,69,True
utjnxnjprsfunokwljjstckcbswxgl,31,True
utjuanmnwkqeduaougloildswdckji,58,True
utkbzogfmqgmqzlcotuxgjybzsvroh,139,True
utlzszkkepmmcvpvehrtbeotkmkqle,93,True
utoudzquzvtqhqeokousorpyjefvqm,126,True
utqqmxtrkhjldescqvbcigrfxyzanq,68,True
utsjwagaaioqwfxmphtljjkipamlaz,115,True
uttijwcmqtbrvypsqylkiizbvpglia,102,True
uttxleyulbyqdpfgfskfuaxexpwaii,25,True
utvhlgupuckwqzmzhpgptplrtgsinp,78,True
uuaegsviaxzvitklqccoynzolhtgwq,48,True
uuarnupgaerltxozxferukpmcrdwar,198,True
uudnmejcthxbimfdnbcoagbqocutkm,149,True
uuedhdhcqnkxyqawniqxviobxdczau,35,True
uuegwmnuscssgufsoluflprtoybinf,266,True
uufnqyqkahxjxanamcbpyoibxvuugy,99,True
uujlryakpeshrnbxvynbfbwddaxpzc,198,True
uujrwrafanozdczdopfomtedmojfor,27,True
uulhwemgncoouougzpeygugrqphymm,33,True
uunskjurbsefsiunmoetndxqzdfoea,65,True
uurbuxkphcbfvbayqdjcoqrdxbftob,57,True
uurznittsaxwzukyynrfcplvxukcoh,37,True
uuscblqxcaloftglnoubltvbtcfqxs,76,True
uusngpzzgbncllptzdbhrwosmfprkr,59,True
uuvexmeyajewlduzkhdywwevctnhtl,349,True
uuvooycqfzaugrkwzqcrkaohmsunpj,39,True
uuwdsugtfjzvjaqrjdzdowggkvtneo,53,True
uuxbxeawfxbmetpgltvkgjvjosxqvf,68,True
uuyzliudzjxdzuekdkojgtfvgluvvz,34,True
uuzqwdmkhwlsetczzsvwamptsdqzbs,68,True
uvacrzclvqimmssrtrhsdsqphlopnu,86,True
uvfvgbhlwiomkxtevixkbshjqncfsd,94,True
uvgzsulpuefyoiqdrsfirpvyvmixyb,44,True
uvikvnuxrevpqkxnuiyslhjfdqqliy,35,True
uvinxzsxyfojasoptazeftzzbtqsmr,95,True
uvjxuvpslgsjdptpepyjfvoegndseg,37,True
uvlxycgxovzokjbexkuitlwqgfndgv,35,True
uvpefwejmgypjrmjfseerbewjdvcde,42,True
uvtavxglbyavwnsyzexsqmkpfgnflw,38,True
uvtbgepiofjqxwqrxilakjwzfcdwkt,36,True
uvvcqdjtqdvtxppgccbltbqsivhdwt,70,True
uvxhfvkbzpxudojlrslplgyblyumpw,110,True
uvxlxkmvmolgrctptaoelzluzhrpew,99,True
uwdgkzjmkcnkfvmxfwsbgssrlrotce,69,True
uwdguwjwnsddbqaaavzyxbbfrroaki,124,True
uwetackhzpxvgpzkqftebbpnjdyaub,86,True
uwevlpkrplhpreyxbwuctblpycntnj,46,True
uwffaqhdqcibbjmpzkvauvlhxtzoxb,73,True
uwfhhddbljeuzoihbcfwponmdelddz,51,True
uwinrvlxnqspjkwndegsvvplrawegc,36,True
uwiuoytcbhxwbgjrxejxolwosfyvqx,22,True
uwkwlqliwzciccsmshzazpvqoolwdn,70,True
uwlflzwtwccbomiwybgzbpxaeompzr,51,True
uwlngonbuzrgyrnfzqnhqmsfmvxime,67,True
uwlqvcficqssvrrbdrsnfwalmkplef,57,True
uwlvorrhtejeiirrzyvtkgbhydtftx,85,True
uwlxysrcwzlbilumrdkbrknpprikmf,63,True
uwqgrjkuhqfrpmzuxcagxvhgirmujr,36,True
uwtfuvancktazzhsodwjxkyphixota,222,True
uwvsgbidfppxxyrpdzbzfjmwvabcva,33,True
uwwyrgfsfibyfxewmmgqxobngbewnt,67,True
uwwzywfvnafalodcjcghivclyphlvh,33,True
uwxeljcoghmutzvltkrorlejmdkmta,82,True
uwzktshmummbgbxrwxafqmjgdigpxf,33,True
uxegozpibewsmrnqafnssczroibcvv,30,True
uxeiwllihchevdtacfbcwooljntoej,62,True
uxhejubqftqztmauarmpgqnwyaaejn,30,True
uxixfavakxfurzmxbrujrlbdhvldpe,112,True
uxjekrnpvcajdguttjwikpmzzafosc,95,True
uxkopjcabhmybxxjypfaxdnieymndn,58,True
uxkwfdegacngtxukukyamibpphdbvw,192,True
uxmabmlvieaauuxslvgcblvhcirwqv,31,True
uxnphhsgpltxlgeqqrbtzcpxhtdiif,34,True
uxpwoqyjyzjzvmsxmpnrhiqknahqzp,41,True
uxqaevfomzjrvpvwbctkkvlznpzuyl,148,True
uxqjyzohppcwnukfxeopheqtnpppxl,31,True
uxspmysjjjxfgpwyqcbpaicuhvddrd,26,True
uxvdpldywbmklujakbmqzaiusxtxns,33,True
uxvzbsmvyiuxtkozxiaehvzsmbcwxj,106,True
uxyfhcfrmtzgauwwzatwwzzeoipjbu,54,True
uxzkuetufuwcypmbxnapfbelefbbvp,267,True
uybnclttumaasklqtvgnrkbeikwzuw,76,True
uydvqxwcbecbeosgxuivjowwzbxzhv,44,True
uyfljdmebttlgebimltrpqorwcmiwb,108,True
uyhedbshtrmagarxlipnvjjmypvado,99,True
uyhkvbmltcllxqdciginmaqcwdubve,36,True
uyhphwnlmqwxmuoipkstjadzpbcvfo,133,True
uyjanqhnjgshnmbckvfocxezkqfsmb,78,True
uyluhlqhbdbqelnjdnkiktrgkiisvo,29,True
uymgujrlmxxuxucosegmsukezcyrhu,52,True
uynsvaoyskjpvegdsggyfodxgpkayw,39,True
uyobinnfmtopwasvnlpuzshfowtcul,71,True
uyqygppcwstelresmjcqfaoschybfv,92,True
uyrsfqcvkqtmenfiwuseorcxxvzqhv,66,True
uyttqzfarsjwsfkkphmvwqgjwygulw,38,True
uyxdfabjcryacnkmdnfcmocdcciwyu,130,True
uyxtiqeoywuzlirvrxotpjbxifhruc,54,True
uyyuysuilikrsqojkhdzjjbqporuts,122,True
uzbpuujurbbqvcsebxnixtloezvctt,77,True
uzcysqymngrfufcrhhfljaxgnvbcyi,119,True
uzdjjpnxvzkhoayrjqamblyvhinejv,45,True
uzdtgiffxtpungyrfzqhavmznpnfqq,34,True
uzfmynvkebsspvlliwqkgxarkomoxf,28,True
uzichceiijbvackagspxbygpxetref,152,True
uzizbjgdzwymnjarskixpgvhaapcow,107,True
uzjyhkfzcsfsvuuapxpawxpdjrlcla,47,True
uzkaitbrbgntvpyeqjtbpleoclojul,971,True
uzkikdbrzelfpvqzlcnkiakjlzgtqu,207,True
uzlpieefdvgnqtjuxmlmqwiysilyfa,43,True
uzmmhimpcknzhvkrfmgcdhgnjsymkf,71,True
uzpqeqmdmvsaoenxsvnejblozazzhx,46,True
uzprsafgywzkzxdudfcjmixmkzkski,65,True
uzqsqljjjxtpgdnzsbdfqkyxbqbvvc,132,True
uzqujqyexslivqwlntjokodcsiqxcb,32,True
uzrrazjnrjeuqbzmydfucjbyqrcztt,26,True
uzthwsjqfqetfiyjwmztcgyokjpvpz,39,True
uzurbdyfvhowgkfanmejzmunxmrdxh,61,True
vacunttnhvdbbsooijodpcbpjoxkjg,36,True
vadtdpohbjngvtnhrpursqqukrptoo,229,True
vaebiienmvkfcbxpxyzivywcfzbllz,34,True
vahegeuswhomqkrdlbmsnqldsdrjuh,91,True
vahjwvwgtxvnxutmyxydhezoahfzem,60,True
vaigdxmhdqycqboiesauegbhqcsobt,37,True
vajhujqpvqgzjymkxzvnvtuilmbqer,139,True
valvxrznyevxujxlbsmhakksdausrr,32,True
vambeenexnjwbfwhxenmunbhabmfgv,37,True
vaonpisnijfwsjlacorjyxptljlkjt,36,True
vaonzyjacsumvifodvvlyxalbgbpmu,46,True
vavcqpcdhpugdxugeftqgsclwamyaq,59,True
vawwvcxjijehlcbnaykakuhafjceac,75,True
vaxroxilewjxuorblbswzyfvwjnvkr,34,True
vaxvhndorrgnuwzdgtqxrjgmdksnxm,65,True
vazadngtokdfdhfajupsjxlqbvlmpa,189,True
vazzjlogtnmzlwagdnukbwaxuwfkhc,57,True
vbadkdvddsoackhtiwrafbxqekppyg,37,True
vbdtbjxmbqdrszaoukebpgwfocpcvi,46,True
vbhqiojlenwuyfztocdetgduewxutj,89,True
vbitonrfpxaxihrxdtwkyuaapgifsh,39,True
vbjdytbwceiuhiffidkmyhscdymchq,97,True
vblaqubfedczfggxcwdsnwdamscqym,47,True
vblftxqjykmpmljptftpjspwnuzooj,57,True
vbmxzevfigkrxqxzapijwcwfksrznm,49,True
vbobihlecalibdrhzvtzjcrmbhrntr,51,True
vbpkzqunmmvcqnxtxekjnzkwggfold,53,True
vbrjwkhonvmrovzlqhomwaweqyoohk,30,True
vbsanjshxcddfqisldnlfvurhhkmhv,39,True
vbswgvbtwhvvzpsmclkajgygqamkle,284,True
vbswwtkpaeitovxnmfccccqvbbnfgm,202,True
vbuhjyyiymjaepsbjrkpbuggklfzlf,106,True
vbwnshvuqdyrwctlaozhkrilmduiuo,51,True
vbxvmcixbaqcxzpzdfcvstmpzhbnda,40,True
vbzdikrtfpomxwaqwdjvtrfgqyrwxq,50,True
vceljneidzndcqimfcxtunasqjfukw,54,True
vcerqrxahkqrwjwhlitmeagkwlzvul,138,True
vchklifgifhpdwxszwctmxinldfgvr,70,True
vchwozbjzfolgtlipebsyaqzbvcejn,85,True
vcizzawwszjynoqkrkrjvjvfnipvbo,64,True
vcjfqgtjjjwzhgvzpmffrcofkuioku,35,True
vcjioofxxodwhoyvyhxnzrkllogtkl,76,True
vcjpxcidwcnsdgixubctmvnjnoutdd,61,True
vcjxypejnullemiabgnofgtibyrlfa,38,True
vckhvdtotifpepkjcusymlyjvvadgt,56,True
vcpsrvauafreszidopomjliwwglgfd,97,True
vcpswcrsstetycshnsvxfajliapimq,135,True
vcspwtrvfnhhlzjbuwnpsnlxpzhfeg,155,True
vcvhkpwttzqscjiotuxcedrelxgjmp,112,True
vcxbjnmssmxyuytfkmlrqrgfydthdy,28,True
vcyfhmcmnyzgyefarbtvzvbopbmcpp,81,True
vcyvdwdfuhckwfymxwxwttvzyprkep,93,True
vdgjpgcdklyextokwzictoetljsjqb,60,True
vdhluywxfivtqrtzsyihsnalmmuohc,30,True
vdiekvvyfjcmhotavumwwbrpaedhya,49,True
vdizhbviidlqvnbuwlsvzgtzjsmfer,64,True
vdjksilwtzuklenimxnqojjviunhse,65,True
vdksrypmvnshqyxtrbzhpuptdowxmy,38,True
vdnbsgytcelhutiohskfugloqugxte,204,True
vdpeohjuiuvzupqfuwqebmywqzqvpa,35,True
vdpzknteotdxtiekickhinwighuthu,38,True
vdpzsolymaxjzbuyjpnpwaqgtwpcow,33,True
vdqwtlbjgflpeeuonvxezzgslkwjpg,436,True
vdshqzrefassohlyuqqpvixfhgqflq,71,True
vdtnqpcjbbqejmqvnewfhljnhhuvja,46,True
vdtqqxwirphihczrfwfsidsybaukbt,32,True
vduapwajhdauanlfautpfiklzzenhu,46,True
vdwllwsgkjqkpzmyyfurvklrbyuixh,68,True
vdytivpchnljhcnkxgbpnxqaaxghnl,34,True
vdzndczbcemzfbpgtoqyooypazocqd,53,True
vdzrauregwikhcqhypoemyatwqcpdb,35,True
veatyvpotxrdhxiqdxvbnmedpnhxkz,69,True
vecobosjqbdtartjinobloorlvflgx,62,True
vehjcrwahzwcnueebohgyredixunsl,48,True
velvfkkjelupmifhhtsyfceiqytaqp,150,True
vensiwrnyajetkupzlfsnvxveankrj,57,True
vepbqvfwqygcdhjazinadgfggawwxm,46,True
veppsgvhbzwcsvvarzuvvqdprxfqre,66,True
vervphmakpqttgiqemuglkjehyqvkl,44,True
vetfjprcoisdwxjybfxrinqmsnlcbo,70,True
vetmudxomixvmzepjclbukxkehvogv,31,True
vfewtnagsgvggbmnlbtjjjvkhoudfn,22,True
vffakkxxsycgfwexekvpdahbciwhzm,39,True
vffffsilkqckaylwtxpuvenzkddaix,34,True
vfhpdyzrkeoelxomdoxikwdmobrnrk,58,True
vfiungypvbsnxsufcrwzhpwlzigyyb,147,True
vfnladfxvpaciuocvycbunghvfvgys,43,True
vfstayanlwdncxepraasztsnmfbcsh,27,True
vfvdeitmrennzkwaghqmhouytiuzvp,33,True
vganfgjjqzrtwszvvfzsslbzhlvsyj,32,True
vgaxbsnlubhnokuwccibvxgfyzgxpj,52,True
vgbicnaudnonfhleegmoygrheyinfb,69,True
vgbjsyfrytefpngrkkjjzhuzbpukmo,108,True
vggcsurwxnnkqlotrmyskjihcdjbkr,33,True
vggprtptkwqltljpmrqydxtadwabbx,153,True
vgiduooukeyweiowoevwuhuxfhotiz,60,True
vgipvqglcwavzciwsxxdhxakfgriht,35,True
vgiqirjhzohthvpfsdjpznwlndjvuj,54,True
vgknmuthfhyzzzsjtgyfuftnfdifyf,34,True
vglkwzafuselcmsqvopvayyzshbjjp,331,True
vglugbtkcunwkdncdxunjzgomkirpy,35,True
vgmwsszqdgfsrekppjcqdosvzbfqow,34,True
vgopexmdbldgbdgelvqqjpicvsrhcf,38,True
vgpwgxqtuhhacbobtvrrlrrlfgfwcr,33,True
vgsecmxohecpuijpvmlqgpsdnulhvs,52,True
vgseomgakopflddprmlkfuftxlqkse,161,True
vgvkqnmufbyzfmmxlehylzsakcvxxe,85,True
vgwjtgiqkuvvxvlxbxivtpapvdlewy,65,True
vhdbyivkjubxwwypqmzpppavepglut,123,True
vheuztlefbtftzcfdthvufmhnhzuar,40,True
vhftqljzfsnmoypvnpqspjttwlxiuf,60,True
vhhjjmczhfefsyulcvyqoppenlhosk,40,True
vhhzewpikqvskhllmsiioxahgsmlks,62,True
vhivodcbawlklkyxznoovefqonygql,37,True
vhkkuvxqpepbyjlrmhkvkiipxhhswv,50,True
vhkudvrssuvckzczbgxowxosnfvthz,615,True
vhtzrakaraihlarjfbmbuslwlytupw,100,True
vhvnvqmpochrkkgrkgeshkoyoajdqa,34,True
vhybnyubwzyegabfbnzxgdowihldrs,57,True
viatutyxdyeoxlqesgvbykyrnmkemh,42,True
vibubjidfcixmwpgluwpceyydoimco,572,True
vicbjgrwdnkmrdyiyqzeszwkgwtcfa,49,True
viibhdmblqcipfvradvxtuabszuwid,90,True
vimvilybbfsmmaxoyporflkjvkerau,60,True
virzijhlqljiibfbyumkfwxffncoyh,37,True
viunakzajscdhawvvkthbazpfsujut,89,True
viwdgncmbbwrmhyzbqnfobscygixqx,39,True
viziatnrthpwontrowejcieoazzkyb,31,True
vizqzselkuttfwqrvrtonjlfbgpqxv,59,True
vjbemjsxjdwaidnaapuywsibrltuwd,55,True
vjcwogrzcvvrpgttgbwdrcvuwlafcy,44,True
vjdcimmhryqeuanikwdqynhvmraeyp,63,True
vjefetvhdzzsiwlanqsvmdgttljeuf,53,True
vjfdqhpsnjphsaqsphirtipdrliaxw,100,True
vjliwughazidwxervdxxtxzdaricta,34,True
vjllwburugjmcywhfkruabhdusqkce,74,True
vjmsctpflixpysglidxohuhuebqqav,41,True
vjnsztkpwivoaybsquwbychsmbnuhp,57,True
vjopvgrjxysaxvtbndputcdgmopkwg,39,True
vjozuxqjhdwhxgmcxrpwtqbygereqv,36,True
vjtggxikpndpbatxmxmubsvoptgmiw,52,True
vjtjkxflwqgbgvzbsofyocsnarrihd,49,True
vjukvrxnnnwvgepaqcdpktpmpjtzkw,44,True
vjwersnyrchwcngylhaearsiobvnxf,46,True
vjxdnbaaikspnvtawhmsajyalolxwu,125,True
vkampaygbqwopmuhnlbofjwrzrhzia,90,True
vkaszmjzaoqpunycbzyfnzsgvdzekc,38,True
vkbbwtfynxsokrrragobzrxpolzeoa,98,True
vkbrhvvtowunpxryjzoewpmkiqsvkp,44,True
